timestamp,endpoint,method,status_code,response_time_ms,user_id,ip_address
2024-01-01 13:04:50,/api/orders,GET,200,83.55,144,192.168.52.117
2024-01-01 13:11:13,/api/users,GET,200,259.36,204,192.168.59.183
2024-01-01 13:14:29,/api/search,DELETE,200,13.76,115,192.168.231.51
2024-01-01 13:15:29,/api/orders,POST,200,28.99,644,192.168.150.151
2024-01-01 13:15:56,/api/products,GET,200,135.41,142,192.168.195.198
2024-01-01 13:19:04,/api/products,GET,200,7.47,433,192.168.86.101
2024-01-01 13:23:40,/logout,GET,200,109.66,503,192.168.217.83
2024-01-01 13:30:46,/api/orders,PUT,200,29.33,869,192.168.150.108
2024-01-01 13:38:19,/health,POST,400,60.54,540,192.168.175.41
2024-01-01 13:38:24,/api/orders,GET,500,71.16,182,192.168.125.70
2024-01-01 13:40:24,/login,PUT,201,286.45,79,192.168.48.93
2024-01-01 13:41:39,/login,POST,200,81.01,633,192.168.10.60
2024-01-01 14:02:21,/logout,POST,200,227.13,352,192.168.141.229
2024-01-01 14:25:01,/health,PUT,200,109.11,856,192.168.125.95
2024-01-01 14:35:25,/logout,PUT,200,67.36,481,192.168.188.143
2024-01-01 14:35:32,/login,PUT,200,93.31,370,192.168.60.100
2024-01-01 15:03:45,/logout,GET,200,1.12,755,192.168.5.221
2024-01-01 15:04:40,/logout,GET,200,47.98,834,192.168.63.93
2024-01-01 15:05:08,/api/orders,GET,200,44.54,748,192.168.47.241
2024-01-01 15:13:25,/api/users,GET,200,119.41,816,192.168.104.70
2024-01-01 15:22:18,/api/users,GET,401,166.15,494,192.168.133.167
2024-01-01 15:30:12,/api/orders,POST,200,48.3,959,192.168.147.93
2024-01-01 15:52:00,/health,POST,200,48.32,961,192.168.33.104
2024-01-01 15:55:23,/logout,PUT,200,204.91,332,192.168.118.179
2024-01-01 15:57:54,/login,PUT,200,180.68,506,192.168.216.216
2024-01-01 16:00:27,/logout,PUT,200,148.67,369,192.168.224.2
2024-01-01 16:03:11,/login,GET,200,42.57,559,192.168.111.92
2024-01-01 16:04:12,/api/orders,GET,201,193.13,259,192.168.194.240
2024-01-01 16:17:45,/login,POST,200,81.33,686,192.168.251.176
2024-01-01 16:22:52,/login,GET,200,266.3,40,192.168.112.188
2024-01-01 16:28:55,/api/users,GET,200,55.1,482,192.168.57.61
2024-01-01 16:35:56,/logout,GET,200,53.3,466,192.168.84.254
2024-01-01 16:37:15,/api/orders,GET,500,35.86,102,192.168.206.167
2024-01-01 16:40:36,/health,POST,200,159.53,189,192.168.139.182
2024-01-01 16:45:43,/api/search,GET,201,5.96,636,192.168.60.209
2024-01-01 17:01:18,/api/products,POST,500,83.04,451,192.168.157.82
2024-01-01 17:03:07,/api/search,GET,200,41.84,773,192.168.82.169
2024-01-01 17:04:14,/logout,GET,200,38.13,620,192.168.140.93
2024-01-01 17:24:54,/api/products,GET,200,73.72,54,192.168.75.246
2024-01-01 17:52:48,/api/search,PUT,201,52.82,946,192.168.4.16
2024-01-01 18:04:38,/login,POST,201,20.02,230,192.168.120.170
2024-01-01 18:15:22,/api/orders,POST,200,20.84,893,192.168.204.206
2024-01-01 18:18:38,/logout,GET,500,267.71,177,192.168.162.34
2024-01-01 18:21:48,/api/orders,GET,200,133.78,446,192.168.142.10
2024-01-01 18:27:12,/login,GET,200,101.53,741,192.168.173.95
2024-01-01 18:43:41,/api/products,PUT,201,174.74,660,192.168.12.173
2024-01-01 19:08:41,/api/search,POST,201,167.5,117,192.168.19.191
2024-01-01 19:35:07,/api/products,GET,200,99.82,586,192.168.131.106
2024-01-01 19:36:47,/api/orders,GET,200,14.02,450,192.168.196.201
2024-01-01 19:45:33,/health,GET,404,6.61,169,192.168.22.26
2024-01-01 20:12:48,/health,GET,404,85.26,84,192.168.168.133
2024-01-01 20:24:44,/login,POST,200,40.15,694,192.168.228.174
2024-01-01 20:34:58,/health,GET,200,19.34,963,192.168.54.168
2024-01-01 20:35:46,/api/search,DELETE,200,208.78,926,192.168.125.46
2024-01-01 20:49:05,/login,PUT,200,58.92,60,192.168.17.114
2024-01-01 21:02:29,/health,DELETE,200,15.01,887,192.168.28.164
2024-01-01 21:15:41,/logout,GET,201,106.39,252,192.168.114.226
2024-01-01 21:21:38,/logout,GET,200,37.97,890,192.168.94.236
2024-01-01 21:27:16,/logout,GET,200,2.66,945,192.168.164.207
2024-01-01 21:28:12,/api/search,GET,400,295.94,405,192.168.206.81
2024-01-01 21:41:28,/api/users,POST,200,80.9,846,192.168.71.224
2024-01-01 21:49:46,/api/orders,GET,200,43.47,880,192.168.14.58
2024-01-01 21:56:54,/health,POST,404,28.78,605,192.168.228.9
2024-01-01 21:57:04,/api/products,POST,201,70.77,620,192.168.116.21
2024-01-01 22:07:18,/api/users,POST,200,84.08,629,192.168.183.185
2024-01-01 22:09:03,/api/search,GET,200,10.84,276,192.168.125.38
2024-01-01 22:10:50,/api/users,GET,200,92.51,772,192.168.16.31
2024-01-01 22:12:12,/login,GET,200,98.81,406,192.168.174.37
2024-01-01 22:15:29,/api/users,PUT,201,24.69,28,192.168.98.195
2024-01-01 22:16:28,/health,GET,201,58.78,405,192.168.2.124
2024-01-01 22:31:18,/api/search,GET,200,43.36,607,192.168.88.203
2024-01-01 22:39:58,/api/users,GET,200,28.59,288,192.168.53.227
2024-01-01 22:40:56,/logout,POST,201,349.78,632,192.168.177.79
2024-01-01 23:11:25,/login,PUT,200,7.23,31,192.168.90.13
2024-01-01 23:27:39,/health,GET,200,93.11,666,192.168.214.254
2024-01-01 23:28:59,/login,POST,201,14.77,705,192.168.26.228
2024-01-01 23:33:50,/logout,POST,200,6.6,493,192.168.201.41
2024-01-01 23:53:07,/api/orders,GET,200,261.09,743,192.168.22.108
2024-01-01 23:54:26,/api/products,POST,200,31.34,656,192.168.131.98
2024-01-02 00:01:11,/api/products,GET,200,12.64,753,192.168.198.42
2024-01-02 00:04:39,/logout,GET,201,245.42,699,192.168.248.193
2024-01-02 00:09:07,/login,GET,200,50.06,608,192.168.230.153
2024-01-02 00:13:24,/api/search,GET,404,32.09,987,192.168.14.92
2024-01-02 00:17:59,/login,DELETE,200,28.26,961,192.168.31.48
2024-01-02 00:20:27,/api/products,DELETE,200,10.62,877,192.168.18.114
2024-01-02 00:23:28,/health,GET,200,95.96,946,192.168.112.204
2024-01-02 00:23:54,/login,PUT,400,13.98,960,192.168.178.183
2024-01-02 00:56:16,/api/search,POST,200,37.89,8,192.168.113.214
2024-01-02 00:59:50,/login,GET,200,28.77,236,192.168.148.243
2024-01-02 01:05:03,/login,GET,200,0.06,956,192.168.157.195
2024-01-02 01:18:14,/health,GET,200,111.43,380,192.168.32.52
2024-01-02 01:29:38,/api/users,GET,200,49.54,932,192.168.32.35
2024-01-02 01:53:47,/api/users,POST,200,117.08,273,192.168.76.255
2024-01-02 02:08:35,/health,GET,200,37.3,898,192.168.131.182
2024-01-02 02:09:52,/api/orders,GET,200,541.54,767,192.168.221.219
2024-01-02 02:21:37,/api/search,GET,200,2.86,842,192.168.84.242
2024-01-02 02:59:22,/logout,GET,200,111.58,687,192.168.107.213
2024-01-02 03:01:01,/logout,PUT,200,143.46,747,192.168.34.15
2024-01-02 03:02:27,/api/orders,GET,200,214.81,6,192.168.46.132
2024-01-02 03:06:24,/api/orders,GET,200,55.55,40,192.168.207.64
2024-01-02 03:10:04,/health,GET,200,169.58,997,192.168.108.160
2024-01-02 03:24:15,/logout,DELETE,200,223.54,610,192.168.224.110
2024-01-02 04:17:50,/api/search,POST,200,92.39,176,192.168.133.64
2024-01-02 04:18:02,/api/search,GET,200,285.68,36,192.168.138.107
2024-01-02 04:43:18,/logout,GET,404,11.88,254,192.168.103.252
2024-01-02 04:51:30,/logout,GET,200,340.87,474,192.168.245.176
2024-01-02 04:52:14,/api/search,POST,200,6.4,402,192.168.66.74
2024-01-02 04:57:32,/logout,GET,201,29.34,625,192.168.244.31
2024-01-02 05:06:22,/login,PUT,200,88.06,567,192.168.9.222
2024-01-02 05:11:23,/api/users,GET,404,142.53,512,192.168.203.105
2024-01-02 05:13:00,/logout,GET,200,54.42,776,192.168.42.170
2024-01-02 05:44:40,/health,GET,200,77.87,862,192.168.242.254
2024-01-02 05:47:53,/api/orders,GET,200,4.72,74,192.168.146.179
2024-01-02 05:54:44,/health,GET,404,47.94,151,192.168.208.37
2024-01-02 06:08:13,/api/search,GET,201,72.93,883,192.168.122.137
2024-01-02 06:12:43,/logout,PUT,200,24.48,258,192.168.236.167
2024-01-02 06:15:34,/health,DELETE,200,142.1,871,192.168.200.141
2024-01-02 06:25:31,/api/orders,GET,200,17.16,673,192.168.149.11
2024-01-02 06:44:32,/logout,GET,200,21.98,240,192.168.50.249
2024-01-02 06:46:43,/login,POST,200,123.68,255,192.168.12.163
2024-01-02 06:47:21,/api/search,POST,200,197.24,383,192.168.24.92
2024-01-02 06:57:21,/logout,GET,200,68.48,401,192.168.123.13
2024-01-02 07:16:25,/api/orders,PUT,200,312.1,676,192.168.59.128
2024-01-02 07:16:41,/logout,GET,200,47.5,503,192.168.30.113
2024-01-02 07:20:31,/api/search,PUT,200,1.68,355,192.168.171.147
2024-01-02 07:29:18,/api/users,GET,200,98.41,878,192.168.51.64
2024-01-02 07:39:08,/logout,POST,401,42.97,307,192.168.194.200
2024-01-02 07:41:38,/health,GET,200,426.57,384,192.168.125.242
2024-01-02 07:43:27,/api/search,GET,404,35.34,211,192.168.192.191
2024-01-02 07:43:45,/api/search,GET,401,9.39,540,192.168.243.101
2024-01-02 07:54:46,/api/search,GET,200,38.92,231,192.168.187.49
2024-01-02 08:18:49,/api/products,GET,200,3.05,131,192.168.10.63
2024-01-02 08:20:42,/api/search,GET,403,46.58,802,192.168.198.85
2024-01-02 08:21:45,/logout,GET,200,85.61,228,192.168.83.253
2024-01-02 08:23:16,/logout,GET,200,202.57,180,192.168.179.84
2024-01-02 08:27:44,/api/search,DELETE,200,104.36,829,192.168.36.108
2024-01-02 08:30:27,/logout,POST,200,1.49,859,192.168.222.226
2024-01-02 08:39:53,/api/users,POST,400,61.74,357,192.168.69.98
2024-01-02 08:44:58,/api/search,GET,201,77.9,69,192.168.211.149
2024-01-02 09:02:03,/logout,POST,200,35.27,701,192.168.121.40
2024-01-02 09:05:57,/api/orders,POST,200,8.54,472,192.168.2.212
2024-01-02 09:17:42,/logout,POST,200,17.31,715,192.168.43.205
2024-01-02 09:33:20,/health,GET,200,36.03,394,192.168.154.4
2024-01-02 09:42:58,/logout,GET,404,155.05,397,192.168.200.166
2024-01-02 09:50:01,/api/orders,PUT,200,67.44,782,192.168.229.71
2024-01-02 10:00:26,/api/search,GET,200,5.62,48,192.168.116.24
2024-01-02 10:00:52,/api/orders,POST,400,56.39,922,192.168.7.26
2024-01-02 10:19:34,/api/products,GET,200,51.62,192,192.168.174.197
2024-01-02 10:21:43,/health,POST,401,95.21,513,192.168.172.237
2024-01-02 10:39:04,/api/users,DELETE,200,8.62,274,192.168.130.143
2024-01-02 10:39:58,/api/orders,GET,200,94.47,233,192.168.199.214
2024-01-02 10:44:54,/login,GET,200,122.56,418,192.168.74.196
2024-01-02 10:46:54,/api/products,GET,200,15.37,977,192.168.84.75
2024-01-02 10:50:00,/health,DELETE,200,133.71,119,192.168.250.233
2024-01-02 10:51:36,/api/orders,GET,401,412.58,627,192.168.7.104
2024-01-02 10:52:31,/api/users,GET,200,159.49,658,192.168.235.27
2024-01-02 10:58:46,/logout,POST,200,21.61,990,192.168.133.39
2024-01-02 10:59:05,/api/products,GET,201,9.55,983,192.168.239.49
2024-01-02 11:13:38,/login,GET,200,36.51,741,192.168.189.225
2024-01-02 11:19:19,/api/products,POST,404,391.47,112,192.168.107.141
2024-01-02 11:24:15,/logout,POST,200,25.57,972,192.168.162.202
2024-01-02 11:37:10,/api/search,POST,200,76.84,826,192.168.47.72
2024-01-02 11:45:00,/api/search,GET,403,66.21,510,192.168.35.81
2024-01-02 11:46:42,/api/orders,GET,200,454.61,633,192.168.20.77
2024-01-02 11:48:05,/logout,POST,200,79.08,970,192.168.224.163
2024-01-02 11:52:08,/api/search,GET,200,440.2,403,192.168.134.100
2024-01-02 12:03:02,/logout,POST,401,35.66,750,192.168.198.61
2024-01-02 12:16:34,/api/products,GET,200,78.3,451,192.168.106.18
2024-01-02 12:31:51,/logout,GET,200,54.16,336,192.168.36.219
2024-01-02 12:38:30,/login,GET,400,86.8,623,192.168.224.56
2024-01-02 12:49:54,/api/search,DELETE,500,104.85,310,192.168.243.98
2024-01-02 12:53:11,/api/orders,PUT,200,21.45,169,192.168.36.245
2024-01-02 12:55:45,/api/search,POST,201,169.11,822,192.168.23.79
2024-01-02 12:57:29,/api/search,POST,200,10.03,925,192.168.145.241
2024-01-02 13:03:05,/logout,GET,400,167.95,129,192.168.8.53
2024-01-02 13:07:01,/health,GET,201,15.24,291,192.168.100.53
2024-01-02 13:20:30,/api/users,POST,200,271.9,255,192.168.246.65
2024-01-02 13:24:02,/health,GET,200,31.41,218,192.168.16.167
2024-01-02 13:25:08,/api/orders,POST,200,110.21,650,192.168.80.177
2024-01-02 13:26:28,/api/orders,GET,201,415.04,694,192.168.77.20
2024-01-02 13:34:31,/api/orders,GET,404,69.03,130,192.168.123.167
2024-01-02 13:36:13,/api/users,GET,200,87.24,334,192.168.123.126
2024-01-02 13:49:40,/health,POST,200,2.33,149,192.168.198.170
2024-01-02 13:54:59,/logout,GET,404,133.65,55,192.168.208.225
2024-01-02 14:06:30,/api/users,GET,200,91.75,49,192.168.147.164
2024-01-02 14:37:51,/api/search,PUT,200,3.75,744,192.168.233.136
2024-01-02 14:48:48,/logout,GET,404,125.81,739,192.168.175.88
2024-01-02 15:00:30,/api/orders,GET,200,161.2,613,192.168.12.190
2024-01-02 15:01:27,/api/search,GET,200,299.78,854,192.168.2.17
2024-01-02 15:15:11,/api/search,GET,200,143.56,856,192.168.111.212
2024-01-02 15:16:36,/api/search,POST,200,128.78,269,192.168.25.218
2024-01-02 15:26:35,/logout,POST,200,115.45,933,192.168.203.89
2024-01-02 15:41:03,/login,GET,200,123.67,113,192.168.146.27
2024-01-02 15:42:21,/login,POST,200,19.8,760,192.168.182.214
2024-01-02 15:46:11,/api/orders,POST,200,17.63,955,192.168.165.2
2024-01-02 15:47:14,/login,GET,500,5.17,384,192.168.10.108
2024-01-02 15:50:12,/api/search,POST,200,6.94,520,192.168.118.43
2024-01-02 15:54:52,/login,GET,404,67.73,176,192.168.152.12
2024-01-02 16:03:13,/api/search,POST,200,25.58,758,192.168.14.137
2024-01-02 16:26:15,/api/users,GET,200,66.56,433,192.168.64.240
2024-01-02 16:36:59,/api/orders,PUT,200,62.84,941,192.168.204.122
2024-01-02 16:37:45,/api/search,GET,200,127.92,703,192.168.87.250
2024-01-02 16:50:12,/logout,GET,200,40.46,171,192.168.214.33
2024-01-02 16:55:43,/logout,GET,400,134.31,794,192.168.44.89
2024-01-02 16:56:02,/health,GET,200,116.45,416,192.168.137.115
2024-01-02 16:58:19,/api/orders,POST,403,16.33,758,192.168.237.236
2024-01-02 17:18:46,/api/search,POST,404,64.79,399,192.168.9.249
2024-01-02 17:37:35,/api/products,POST,200,93.98,874,192.168.207.124
2024-01-02 18:04:38,/login,GET,403,176.68,98,192.168.161.105
2024-01-02 18:05:06,/api/users,GET,200,273.87,574,192.168.242.9
2024-01-02 18:29:53,/login,GET,200,2.7,542,192.168.228.15
2024-01-02 18:49:17,/health,GET,200,316.27,642,192.168.103.31
2024-01-02 19:00:00,/logout,GET,200,44.74,105,192.168.234.60
2024-01-02 19:06:27,/health,GET,200,84.26,462,192.168.91.57
2024-01-02 19:09:16,/health,GET,400,129.69,791,192.168.10.195
2024-01-02 19:19:02,/api/orders,POST,200,237.17,378,192.168.72.211
2024-01-02 19:19:02,/api/orders,GET,200,26.99,535,192.168.221.209
2024-01-02 19:37:09,/logout,POST,200,65.03,385,192.168.60.237
2024-01-02 20:09:16,/logout,GET,201,91.92,642,192.168.137.75
2024-01-02 20:10:08,/logout,GET,201,83.84,147,192.168.236.228
2024-01-02 20:39:36,/logout,GET,200,22.71,813,192.168.218.117
2024-01-02 20:49:01,/health,GET,401,33.23,191,192.168.225.167
2024-01-02 20:54:10,/health,GET,401,57.81,111,192.168.124.221
2024-01-02 21:03:41,/api/products,PUT,200,19.56,230,192.168.43.141
2024-01-02 21:18:17,/api/users,GET,200,69.2,4,192.168.154.26
2024-01-02 21:43:56,/api/search,POST,200,53.04,319,192.168.99.185
2024-01-02 21:59:39,/api/users,GET,200,60.62,42,192.168.233.141
2024-01-02 22:04:24,/api/orders,POST,200,123.51,565,192.168.14.152
2024-01-02 22:21:02,/health,POST,500,35.67,72,192.168.129.57
2024-01-02 22:31:59,/login,PUT,200,172.55,983,192.168.160.79
2024-01-02 22:39:32,/api/orders,GET,401,115.1,986,192.168.45.198
2024-01-02 22:40:32,/api/search,GET,200,90.09,147,192.168.50.198
2024-01-02 22:44:36,/api/search,GET,200,52.48,259,192.168.223.246
2024-01-02 22:51:29,/api/orders,PUT,200,184.32,241,192.168.211.244
2024-01-02 23:25:39,/api/search,GET,400,98.4,675,192.168.161.204
2024-01-02 23:31:51,/logout,POST,200,109.94,286,192.168.48.241
2024-01-02 23:45:01,/logout,POST,200,75.7,657,192.168.229.31
2024-01-02 23:49:11,/health,GET,200,221.89,367,192.168.142.231
2024-01-02 23:50:03,/api/users,POST,404,2.51,455,192.168.119.142
2024-01-02 23:59:18,/api/orders,POST,200,9.27,365,192.168.189.155
2024-01-03 00:02:11,/api/search,PUT,200,13.31,788,192.168.169.212
2024-01-03 00:11:46,/api/orders,GET,200,33.55,527,192.168.97.54
2024-01-03 00:12:15,/login,POST,200,109.97,599,192.168.161.193
2024-01-03 00:49:36,/logout,GET,201,113.92,772,192.168.240.99
2024-01-03 01:03:20,/api/search,GET,201,101.54,788,192.168.119.147
2024-01-03 01:18:18,/api/users,GET,200,223.51,626,192.168.203.7
2024-01-03 01:22:11,/health,GET,200,91.36,51,192.168.197.3
2024-01-03 01:23:57,/login,GET,200,35.18,465,192.168.88.251
2024-01-03 01:58:37,/logout,POST,200,103.24,743,192.168.129.39
2024-01-03 02:13:48,/api/orders,POST,200,6.51,211,192.168.201.210
2024-01-03 02:23:15,/health,PUT,200,101.63,269,192.168.36.173
2024-01-03 02:28:30,/health,DELETE,500,123.07,393,192.168.157.114
2024-01-03 02:33:55,/logout,PUT,200,90.24,607,192.168.204.141
2024-01-03 02:40:27,/api/products,GET,200,207.78,96,192.168.225.103
2024-01-03 02:42:45,/api/search,GET,201,23.41,852,192.168.221.232
2024-01-03 02:45:54,/login,GET,201,60.75,310,192.168.38.204
2024-01-03 02:50:11,/api/orders,GET,200,111.99,472,192.168.33.88
2024-01-03 02:51:30,/login,GET,200,70.75,328,192.168.118.126
2024-01-03 03:01:20,/login,GET,200,214.55,345,192.168.172.221
2024-01-03 03:11:20,/api/products,POST,200,52.53,783,192.168.188.252
2024-01-03 03:13:58,/api/orders,PUT,400,3.46,946,192.168.222.101
2024-01-03 03:23:37,/logout,GET,200,26.76,344,192.168.170.82
2024-01-03 03:25:31,/health,POST,404,370.94,907,192.168.145.69
2024-01-03 03:50:13,/api/orders,GET,200,8.78,839,192.168.226.220
2024-01-03 03:51:04,/api/products,POST,200,17.13,491,192.168.52.48
2024-01-03 04:13:38,/login,PUT,200,21.04,612,192.168.156.180
2024-01-03 04:34:32,/api/orders,GET,200,58.9,467,192.168.221.96
2024-01-03 04:47:53,/api/users,GET,201,31.05,433,192.168.226.190
2024-01-03 04:53:22,/api/orders,POST,400,674.1,526,192.168.35.199
2024-01-03 05:10:07,/api/products,GET,404,219.74,608,192.168.209.38
2024-01-03 05:23:56,/api/products,PUT,200,2.4,41,192.168.127.81
2024-01-03 05:25:56,/logout,POST,200,20.96,285,192.168.251.36
2024-01-03 05:28:20,/api/search,PUT,200,292.66,813,192.168.28.144
2024-01-03 05:54:55,/api/users,GET,200,16.64,339,192.168.137.124
2024-01-03 06:06:54,/api/products,GET,400,107.01,112,192.168.184.97
2024-01-03 06:08:49,/api/users,GET,404,118.92,92,192.168.160.15
2024-01-03 06:11:17,/logout,POST,400,22.0,556,192.168.153.214
2024-01-03 06:17:13,/api/products,GET,400,3.33,44,192.168.12.139
2024-01-03 07:00:21,/api/orders,GET,200,113.56,812,192.168.101.77
2024-01-03 07:05:54,/api/products,GET,200,141.71,434,192.168.239.180
2024-01-03 07:15:49,/logout,DELETE,200,174.95,857,192.168.3.208
2024-01-03 07:22:47,/api/products,POST,200,19.42,952,192.168.37.91
2024-01-03 07:26:20,/api/products,GET,200,98.09,451,192.168.67.168
2024-01-03 07:27:03,/logout,GET,200,17.56,789,192.168.37.48
2024-01-03 07:27:53,/api/users,PUT,200,3.35,944,192.168.103.85
2024-01-03 07:41:00,/api/users,POST,200,7.46,897,192.168.248.126
2024-01-03 07:50:08,/api/search,POST,400,251.34,397,192.168.137.82
2024-01-03 07:58:19,/api/search,GET,200,73.29,51,192.168.107.243
2024-01-03 07:59:58,/api/products,DELETE,200,1.57,396,192.168.160.190
2024-01-03 08:01:55,/api/search,GET,200,0.05,533,192.168.71.176
2024-01-03 08:16:21,/api/search,GET,201,451.46,329,192.168.125.108
2024-01-03 08:28:47,/health,PUT,200,30.4,702,192.168.230.172
2024-01-03 08:38:31,/health,POST,400,206.97,26,192.168.137.139
2024-01-03 09:17:57,/logout,GET,201,43.37,989,192.168.144.189
2024-01-03 09:21:41,/logout,GET,200,75.92,146,192.168.107.232
2024-01-03 09:23:17,/api/products,GET,201,16.61,281,192.168.166.153
2024-01-03 09:23:17,/health,GET,200,12.46,244,192.168.191.114
2024-01-03 09:25:28,/api/orders,GET,200,13.25,828,192.168.93.98
2024-01-03 09:31:08,/api/products,GET,401,122.86,102,192.168.227.108
