timestamp,value,category,region
2023-01-11 14:00:00,91.08,B,South
2023-01-11 15:00:00,106.37,C,North
2023-01-11 16:00:00,73.07,B,South
2023-01-11 17:00:00,80.43,C,South
2023-01-11 18:00:00,82.61,B,North
2023-01-11 19:00:00,85.65,B,South
2023-01-11 20:00:00,81.21,B,South
2023-01-11 21:00:00,84.47,A,North
2023-01-11 22:00:00,90.81,A,South
2023-01-11 23:00:00,101.22,A,North
2023-01-12 00:00:00,94.97,A,South
2023-01-12 01:00:00,90.98,A,North
2023-01-12 02:00:00,112.35,A,South
2023-01-12 03:00:00,125.48,B,South
2023-01-12 04:00:00,104.85,A,South
2023-01-12 05:00:00,117.35,C,North
2023-01-12 06:00:00,120.43,C,South
2023-01-12 07:00:00,118.03,A,South
2023-01-12 08:00:00,115.58,C,North
2023-01-12 09:00:00,102.53,A,North
2023-01-12 10:00:00,106.53,C,North
2023-01-12 11:00:00,104.96,B,South
2023-01-12 12:00:00,94.75,A,South
2023-01-12 13:00:00,90.25,B,South
2023-01-12 14:00:00,85.14,C,North
2023-01-12 15:00:00,77.3,B,North
2023-01-12 16:00:00,70.14,C,North
2023-01-12 17:00:00,72.03,A,North
2023-01-12 18:00:00,67.81,A,North
2023-01-12 19:00:00,76.06,B,North
2023-01-12 20:00:00,72.88,B,South
2023-01-12 21:00:00,81.87,A,South
2023-01-12 22:00:00,80.85,C,North
2023-01-12 23:00:00,86.36,C,North
2023-01-13 00:00:00,87.2,B,South
2023-01-13 01:00:00,92.36,B,South
2023-01-13 02:00:00,106.37,A,North
2023-01-13 03:00:00,110.16,C,North
2023-01-13 04:00:00,110.03,B,North
2023-01-13 05:00:00,111.22,C,South
2023-01-13 06:00:00,112.36,B,North
2023-01-13 07:00:00,121.49,A,North
2023-01-13 08:00:00,108.56,B,South
2023-01-13 09:00:00,107.06,A,North
2023-01-13 10:00:00,106.02,A,South
2023-01-13 11:00:00,98.76,C,North
2023-01-13 12:00:00,98.43,B,North
2023-01-13 13:00:00,79.78,B,South
2023-01-13 14:00:00,82.89,B,North
2023-01-13 15:00:00,78.63,A,North
2023-01-13 16:00:00,80.83,B,South
2023-01-13 17:00:00,75.48,C,South
2023-01-13 18:00:00,74.86,B,North
2023-01-13 19:00:00,69.34,C,North
2023-01-13 20:00:00,75.47,B,North
2023-01-13 21:00:00,74.12,B,North
2023-01-13 22:00:00,79.68,A,North
2023-01-13 23:00:00,87.59,A,North
2023-01-14 00:00:00,88.27,C,North
2023-01-14 01:00:00,100.78,B,South
2023-01-14 02:00:00,100.63,B,South
2023-01-14 03:00:00,114.0,B,North
2023-01-14 04:00:00,107.04,C,North
2023-01-14 05:00:00,112.52,C,South
2023-01-14 06:00:00,114.72,A,South
2023-01-14 07:00:00,115.83,C,North
2023-01-14 08:00:00,111.07,B,North
2023-01-14 09:00:00,103.94,A,North
2023-01-14 10:00:00,106.25,B,North
2023-01-14 11:00:00,101.27,B,North
2023-01-14 12:00:00,96.9,A,South
2023-01-14 13:00:00,93.15,B,North
2023-01-14 14:00:00,94.69,A,North
2023-01-14 15:00:00,81.31,C,North
2023-01-14 16:00:00,75.26,C,South
2023-01-14 17:00:00,82.3,C,South
2023-01-14 18:00:00,83.43,B,North
2023-01-14 19:00:00,81.99,A,North
2023-01-14 20:00:00,98.26,B,North
2023-01-14 21:00:00,83.97,C,North
2023-01-14 22:00:00,89.55,B,South
2023-01-14 23:00:00,93.71,A,South
2023-01-15 00:00:00,106.33,B,North
2023-01-15 01:00:00,103.4,A,North
2023-01-15 02:00:00,118.74,B,South
2023-01-15 03:00:00,118.86,C,North
2023-01-15 04:00:00,117.44,C,South
2023-01-15 05:00:00,126.88,B,North
2023-01-15 06:00:00,124.28,B,North
2023-01-15 07:00:00,121.75,B,South
2023-01-15 08:00:00,118.63,C,North
2023-01-15 09:00:00,123.35,A,South
2023-01-15 10:00:00,120.39,A,South
2023-01-15 11:00:00,109.73,C,North
2023-01-15 12:00:00,101.06,B,North
2023-01-15 13:00:00,94.39,C,South
2023-01-15 14:00:00,88.67,A,North
2023-01-15 15:00:00,99.03,C,North
2023-01-15 16:00:00,90.64,B,South
2023-01-15 17:00:00,82.21,C,North
2023-01-15 18:00:00,91.75,A,North
2023-01-15 19:00:00,90.16,A,North
2023-01-15 20:00:00,84.23,C,North
2023-01-15 21:00:00,92.38,C,South
2023-01-15 22:00:00,105.62,A,South
2023-01-15 23:00:00,110.81,C,South
2023-01-16 00:00:00,101.02,C,North
2023-01-16 01:00:00,121.52,A,South
2023-01-16 02:00:00,123.66,A,North
2023-01-16 03:00:00,126.54,C,South
2023-01-16 04:00:00,137.17,B,North
2023-01-16 05:00:00,137.14,B,North
2023-01-16 06:00:00,131.92,A,South
2023-01-16 07:00:00,126.33,C,South
2023-01-16 08:00:00,119.27,A,South
2023-01-16 09:00:00,122.79,B,South
2023-01-16 10:00:00,120.21,B,South
2023-01-16 11:00:00,126.6,C,South
2023-01-16 12:00:00,103.71,C,South
2023-01-16 13:00:00,99.76,B,South
2023-01-16 14:00:00,101.85,B,South
2023-01-16 15:00:00,89.78,B,North
2023-01-16 16:00:00,88.53,A,South
2023-01-16 17:00:00,91.58,C,South
2023-01-16 18:00:00,88.15,A,South
2023-01-16 19:00:00,94.14,B,North
2023-01-16 20:00:00,93.32,A,South
2023-01-16 21:00:00,88.89,B,South
2023-01-16 22:00:00,106.11,A,North
2023-01-16 23:00:00,112.54,A,South
2023-01-17 00:00:00,116.36,A,South
2023-01-17 01:00:00,119.35,C,North
2023-01-17 02:00:00,120.22,B,North
2023-01-17 03:00:00,130.58,C,North
2023-01-17 04:00:00,126.86,C,North
2023-01-17 05:00:00,130.55,B,South
2023-01-17 06:00:00,131.04,B,North
2023-01-17 07:00:00,120.36,C,North
2023-01-17 08:00:00,124.02,B,South
2023-01-17 09:00:00,122.77,B,South
2023-01-17 10:00:00,126.46,C,South
2023-01-17 11:00:00,125.71,A,South
2023-01-17 12:00:00,111.46,C,South
2023-01-17 13:00:00,102.09,B,North
2023-01-17 14:00:00,97.04,A,South
2023-01-17 15:00:00,95.73,A,South
2023-01-17 16:00:00,88.91,C,North
2023-01-17 17:00:00,91.5,C,South
2023-01-17 18:00:00,91.83,A,North
2023-01-17 19:00:00,88.24,C,South
2023-01-17 20:00:00,87.73,B,South
2023-01-17 21:00:00,96.11,B,North
2023-01-17 22:00:00,92.9,B,North
2023-01-17 23:00:00,101.0,A,North
2023-01-18 00:00:00,100.89,B,South
2023-01-18 01:00:00,119.18,B,North
2023-01-18 02:00:00,114.28,B,North
2023-01-18 03:00:00,111.73,C,North
2023-01-18 04:00:00,121.1,C,South
2023-01-18 05:00:00,129.16,B,North
2023-01-18 06:00:00,124.57,B,North
2023-01-18 07:00:00,123.15,A,North
2023-01-18 08:00:00,107.2,A,North
2023-01-18 09:00:00,121.72,C,South
2023-01-18 10:00:00,120.19,B,North
2023-01-18 11:00:00,104.2,C,North
2023-01-18 12:00:00,98.02,A,North
2023-01-18 13:00:00,99.78,C,South
2023-01-18 14:00:00,95.48,A,South
2023-01-18 15:00:00,90.69,C,South
2023-01-18 16:00:00,85.48,A,South
2023-01-18 17:00:00,82.31,B,North
2023-01-18 18:00:00,79.3,A,South
2023-01-18 19:00:00,79.17,B,North
2023-01-18 20:00:00,81.98,C,South
2023-01-18 21:00:00,80.61,A,South
2023-01-18 22:00:00,92.85,C,North
2023-01-18 23:00:00,84.4,C,North
2023-01-19 00:00:00,97.39,A,South
2023-01-19 01:00:00,108.9,B,North
2023-01-19 02:00:00,101.66,C,South
2023-01-19 03:00:00,114.57,B,North
2023-01-19 04:00:00,116.0,B,South
2023-01-19 05:00:00,113.6,B,South
2023-01-19 06:00:00,117.32,C,South
2023-01-19 07:00:00,119.43,C,North
2023-01-19 08:00:00,118.37,C,North
2023-01-19 09:00:00,109.41,B,South
2023-01-19 10:00:00,110.57,B,North
2023-01-19 11:00:00,100.79,A,North
2023-01-19 12:00:00,95.81,C,North
2023-01-19 13:00:00,84.93,A,North
2023-01-19 14:00:00,85.9,A,South
2023-01-19 15:00:00,76.21,B,South
2023-01-19 16:00:00,74.18,A,South
2023-01-19 17:00:00,79.11,A,South
2023-01-19 18:00:00,67.49,B,North
2023-01-19 19:00:00,67.09,C,South
2023-01-19 20:00:00,74.13,B,South
2023-01-19 21:00:00,80.03,A,South
2023-01-19 22:00:00,75.97,B,South
2023-01-19 23:00:00,88.67,C,South
2023-01-20 00:00:00,94.96,B,South
2023-01-20 01:00:00,97.82,A,South
2023-01-20 02:00:00,104.36,B,South
2023-01-20 03:00:00,109.47,B,South
2023-01-20 04:00:00,117.22,B,South
2023-01-20 05:00:00,119.27,B,North
2023-01-20 06:00:00,108.78,A,South
2023-01-20 07:00:00,119.8,A,South
2023-01-20 08:00:00,116.47,C,South
2023-01-20 09:00:00,110.17,C,North
2023-01-20 10:00:00,105.27,C,South
2023-01-20 11:00:00,101.97,B,North
2023-01-20 12:00:00,94.13,C,South
2023-01-20 13:00:00,86.97,A,North
2023-01-20 14:00:00,84.17,B,North
2023-01-20 15:00:00,91.27,C,South
2023-01-20 16:00:00,73.01,A,North
2023-01-20 17:00:00,76.36,A,North
2023-01-20 18:00:00,69.06,B,North
2023-01-20 19:00:00,78.42,B,South
2023-01-20 20:00:00,83.72,C,South
2023-01-20 21:00:00,71.98,C,South
2023-01-20 22:00:00,93.79,C,North
2023-01-20 23:00:00,85.57,B,North
2023-01-21 00:00:00,97.96,C,North
2023-01-21 01:00:00,103.28,A,North
2023-01-21 02:00:00,98.94,B,North
2023-01-21 03:00:00,112.61,A,South
2023-01-21 04:00:00,112.4,B,North
2023-01-21 05:00:00,110.71,C,North
2023-01-21 06:00:00,120.01,C,North
2023-01-21 07:00:00,116.78,A,South
2023-01-21 08:00:00,117.39,C,South
2023-01-21 09:00:00,105.04,C,South
2023-01-21 10:00:00,98.57,A,North
2023-01-21 11:00:00,102.67,B,South
2023-01-21 12:00:00,93.99,A,South
2023-01-21 13:00:00,86.62,B,South
2023-01-21 14:00:00,89.65,A,South
2023-01-21 15:00:00,77.43,A,South
2023-01-21 16:00:00,87.6,C,South
2023-01-21 17:00:00,82.63,C,South
2023-01-21 18:00:00,73.5,A,North
2023-01-21 19:00:00,79.92,B,North
2023-01-21 20:00:00,82.82,A,North
2023-01-21 21:00:00,87.16,B,South
2023-01-21 22:00:00,87.83,A,South
2023-01-21 23:00:00,92.67,A,North
2023-01-22 00:00:00,107.84,A,South
2023-01-22 01:00:00,107.62,B,North
2023-01-22 02:00:00,119.71,A,North
2023-01-22 03:00:00,127.14,A,North
2023-01-22 04:00:00,128.86,C,South
2023-01-22 05:00:00,121.81,C,South
2023-01-22 06:00:00,117.21,A,South
2023-01-22 07:00:00,133.87,C,South
2023-01-22 08:00:00,118.63,A,South
2023-01-22 09:00:00,119.32,C,South
2023-01-22 10:00:00,111.97,A,South
2023-01-22 11:00:00,120.33,B,South
2023-01-22 12:00:00,105.94,B,North
2023-01-22 13:00:00,93.54,C,South
2023-01-22 14:00:00,98.0,A,North
2023-01-22 15:00:00,87.86,C,North
2023-01-22 16:00:00,91.81,C,South
2023-01-22 17:00:00,99.99,A,North
2023-01-22 18:00:00,87.63,C,South
2023-01-22 19:00:00,90.65,C,North
2023-01-22 20:00:00,87.52,C,South
2023-01-22 21:00:00,102.8,B,South
2023-01-22 22:00:00,104.63,C,North
2023-01-22 23:00:00,101.96,C,South
2023-01-23 00:00:00,112.04,C,North
2023-01-23 01:00:00,118.9,C,North
2023-01-23 02:00:00,120.2,B,South
2023-01-23 03:00:00,126.62,C,North
2023-01-23 04:00:00,138.56,A,South
2023-01-23 05:00:00,129.05,A,South
2023-01-23 06:00:00,131.4,B,South
2023-01-23 07:00:00,132.05,A,North
2023-01-23 08:00:00,133.28,A,North
2023-01-23 09:00:00,127.95,A,North
2023-01-23 10:00:00,125.09,C,South
2023-01-23 11:00:00,120.46,A,South
2023-01-23 12:00:00,122.66,C,South
2023-01-23 13:00:00,110.37,C,North
2023-01-23 14:00:00,98.47,C,South
2023-01-23 15:00:00,98.75,A,South
2023-01-23 16:00:00,97.34,B,North
2023-01-23 17:00:00,90.58,C,North
2023-01-23 18:00:00,96.88,B,South
2023-01-23 19:00:00,97.12,A,South
2023-01-23 20:00:00,94.96,C,North
2023-01-23 21:00:00,106.6,B,North
2023-01-23 22:00:00,101.73,B,South
2023-01-23 23:00:00,110.61,A,North
2023-01-24 00:00:00,116.56,A,South
2023-01-24 01:00:00,113.65,A,South
2023-01-24 02:00:00,124.42,C,North
2023-01-24 03:00:00,124.01,C,North
2023-01-24 04:00:00,132.02,B,South
2023-01-24 05:00:00,130.2,C,South
2023-01-24 06:00:00,138.43,B,North
2023-01-24 07:00:00,133.45,A,South
2023-01-24 08:00:00,133.1,B,North
2023-01-24 09:00:00,122.31,C,South
2023-01-24 10:00:00,113.59,C,South
2023-01-24 11:00:00,115.15,B,South
2023-01-24 12:00:00,111.74,A,South
2023-01-24 13:00:00,111.88,B,North
2023-01-24 14:00:00,105.09,A,South
2023-01-24 15:00:00,93.15,B,South
2023-01-24 16:00:00,92.56,A,North
2023-01-24 17:00:00,90.52,C,South
2023-01-24 18:00:00,89.89,B,South
2023-01-24 19:00:00,93.84,C,South
2023-01-24 20:00:00,90.38,B,North
2023-01-24 21:00:00,91.53,C,South
2023-01-24 22:00:00,101.89,C,North
2023-01-24 23:00:00,101.28,C,South
2023-01-25 00:00:00,102.58,B,North
2023-01-25 01:00:00,121.73,C,North
2023-01-25 02:00:00,113.06,A,North
2023-01-25 03:00:00,121.31,A,North
2023-01-25 04:00:00,122.98,C,North
2023-01-25 05:00:00,133.03,A,South
2023-01-25 06:00:00,120.07,C,South
2023-01-25 07:00:00,132.74,C,South
2023-01-25 08:00:00,127.39,C,North
2023-01-25 09:00:00,115.74,B,South
2023-01-25 10:00:00,109.49,C,North
2023-01-25 11:00:00,107.35,A,South
2023-01-25 12:00:00,104.22,A,North
2023-01-25 13:00:00,95.8,B,North
2023-01-25 14:00:00,95.42,A,South
2023-01-25 15:00:00,91.52,A,South
2023-01-25 16:00:00,79.83,A,North
2023-01-25 17:00:00,88.37,A,South
2023-01-25 18:00:00,90.56,A,North
2023-01-25 19:00:00,80.55,B,South
2023-01-25 20:00:00,84.95,C,South
2023-01-25 21:00:00,77.65,B,North
2023-01-25 22:00:00,92.19,C,South
2023-01-25 23:00:00,87.99,A,South
2023-01-26 00:00:00,104.6,A,North
2023-01-26 01:00:00,113.72,B,South
2023-01-26 02:00:00,110.89,A,North
2023-01-26 03:00:00,112.26,A,North
2023-01-26 04:00:00,107.48,A,North
2023-01-26 05:00:00,112.0,B,South
2023-01-26 06:00:00,112.03,C,North
2023-01-26 07:00:00,123.58,C,South
2023-01-26 08:00:00,118.35,B,South
2023-01-26 09:00:00,107.24,A,South
2023-01-26 10:00:00,118.08,A,South
2023-01-26 11:00:00,94.73,A,North
2023-01-26 12:00:00,96.42,C,North
2023-01-26 13:00:00,81.56,A,North
2023-01-26 14:00:00,83.01,A,South
2023-01-26 15:00:00,82.64,A,North
2023-01-26 16:00:00,82.3,C,North
2023-01-26 17:00:00,75.13,B,North
2023-01-26 18:00:00,72.17,C,South
2023-01-26 19:00:00,73.03,C,North
2023-01-26 20:00:00,85.0,A,North
2023-01-26 21:00:00,87.7,A,South
2023-01-26 22:00:00,90.14,C,South
2023-01-26 23:00:00,91.3,C,South
2023-01-27 00:00:00,111.81,C,North
2023-01-27 01:00:00,104.72,B,South
2023-01-27 02:00:00,106.72,B,South
2023-01-27 03:00:00,107.76,A,North
2023-01-27 04:00:00,104.56,A,South
2023-01-27 05:00:00,110.41,B,North
2023-01-27 06:00:00,110.6,A,North
2023-01-27 07:00:00,112.62,A,North
2023-01-27 08:00:00,115.72,C,North
2023-01-27 09:00:00,108.06,A,North
2023-01-27 10:00:00,101.77,A,North
2023-01-27 11:00:00,95.39,A,North
2023-01-27 12:00:00,91.01,B,North
2023-01-27 13:00:00,93.74,B,South
2023-01-27 14:00:00,80.29,A,South
2023-01-27 15:00:00,86.75,C,South
2023-01-27 16:00:00,77.02,A,North
2023-01-27 17:00:00,80.26,C,South
2023-01-27 18:00:00,83.85,B,South
2023-01-27 19:00:00,74.69,C,South
2023-01-27 20:00:00,83.99,A,North
2023-01-27 21:00:00,84.39,B,North
2023-01-27 22:00:00,80.06,C,North
2023-01-27 23:00:00,91.79,B,North
2023-01-28 00:00:00,87.14,A,South
2023-01-28 01:00:00,99.89,B,South
2023-01-28 02:00:00,113.6,C,South
2023-01-28 03:00:00,109.41,B,South
2023-01-28 04:00:00,110.67,A,South
2023-01-28 05:00:00,111.33,A,North
2023-01-28 06:00:00,112.38,A,North
2023-01-28 07:00:00,107.45,A,North
2023-01-28 08:00:00,109.76,B,South
2023-01-28 09:00:00,112.11,A,South
2023-01-28 10:00:00,99.01,B,South
2023-01-28 11:00:00,94.14,B,North
2023-01-28 12:00:00,108.72,C,North
2023-01-28 13:00:00,87.92,C,North
2023-01-28 14:00:00,90.87,B,South
2023-01-28 15:00:00,84.55,C,South
2023-01-28 16:00:00,78.41,B,North
